brand_name	conceptid	drug_name
"erythrocot"	"372694001"	"erythromycin (substance)"
"sulfimycin"	"372694001"	"erythromycin (substance)"
"erygel"	"372694001"	"erythromycin (substance)"
"del-mycin"	"372694001"	"erythromycin (substance)"
"eryderm"	"372694001"	"erythromycin (substance)"
"a/t/s"	"372694001"	"erythromycin (substance)"
"aknemycin"	"372694001"	"erythromycin (substance)"
"robimycin"	"372694001"	"erythromycin (substance)"
"ilotycin gluceptate"	"372694001"	"erythromycin (substance)"
"my-e"	"372694001"	"erythromycin (substance)"
"erythra-derm"	"372694001"	"erythromycin (substance)"
"e.e.s."	"372694001"	"erythromycin (substance)"
"erythrocin lactobionate"	"372694001"	"erythromycin (substance)"
"emgel"	"372694001"	"erythromycin (substance)"
"eryped"	"372694001"	"erythromycin (substance)"
"pce"	"372694001"	"erythromycin (substance)"
"staticin"	"372694001"	"erythromycin (substance)"
"eyemycin"	"372694001"	"erythromycin (substance)"
"ilosone"	"372694001"	"erythromycin (substance)"
"pediazole"	"372694001"	"erythromycin (substance)"
"romycin"	"372694001"	"erythromycin (substance)"
"ilotycin"	"372694001"	"erythromycin (substance)"
"erycette"	"372694001"	"erythromycin (substance)"
"ery"	"372694001"	"erythromycin (substance)"
"erymax"	"372694001"	"erythromycin (substance)"
"t-stat"	"372694001"	"erythromycin (substance)"
"e-mycin"	"372694001"	"erythromycin (substance)"
"ery-tab"	"372694001"	"erythromycin (substance)"
"erythrocin stearate"	"372694001"	"erythromycin (substance)"
"eryc"	"372694001"	"erythromycin (substance)"
"eryzole"	"372694001"	"erythromycin (substance)"
"e-solve 2"	"372694001"	"erythromycin (substance)"
"theramycin"	"372694001"	"erythromycin (substance)"
"quin-g"	"372697008"	"quinidine (substance)"
"cardioquin"	"372697008"	"quinidine (substance)"
"quin-release"	"372697008"	"quinidine (substance)"
"quinora"	"372697008"	"quinidine (substance)"
"urecholine"	"372698003"	"bethanechol (substance)"
"duvoid"	"372698003"	"bethanechol (substance)"
"nebupent"	"372699006"	"pentamidine (substance)"
"pentam"	"372699006"	"pentamidine (substance)"
"rexolate"	"372702004"	"thiosalicylate (substance)"
"tusal"	"372702004"	"thiosalicylate (substance)"
"fatal-plus"	"372703009"	"pentobarbital (substance)"
"euthasol"	"372703009"	"pentobarbital (substance)"
"nembutal"	"372703009"	"pentobarbital (substance)"
"somnasol"	"372703009"	"pentobarbital (substance)"
"nembutal sodium"	"372703009"	"pentobarbital (substance)"
"pentasol"	"372703009"	"pentobarbital (substance)"
"claforan"	"372704003"	"cefotaxime (substance)"
"pertofrane"	"372705002"	"desipramine (substance)"
"norpramin"	"372705002"	"desipramine (substance)"
"mellaril-s"	"372706001"	"thioridazine (substance)"
"mellaril"	"372706001"	"thioridazine (substance)"
"diamox"	"372709008"	"acetazolamide (substance)"
"natacyn"	"372712006"	"natamycin (substance)"
"geocillin"	"372713001"	"carbenicillin (substance)"
"norflex"	"372714007"	"orphenadrine (substance)"
"orphenate"	"372714007"	"orphenadrine (substance)"
"orfro"	"372714007"	"orphenadrine (substance)"
"mio-rel"	"372714007"	"orphenadrine (substance)"
"banflex"	"372714007"	"orphenadrine (substance)"
"myolin"	"372714007"	"orphenadrine (substance)"
"antiflex"	"372714007"	"orphenadrine (substance)"
"flexon"	"372714007"	"orphenadrine (substance)"
"flexoject"	"372714007"	"orphenadrine (substance)"
"cerubidine"	"372715008"	"daunorubicin (substance)"
"oxytrol"	"372717000"	"oxybutynin (substance)"
"ditropan"	"372717000"	"oxybutynin (substance)"
"gelnique"	"372717000"	"oxybutynin (substance)"
"anturol"	"372717000"	"oxybutynin (substance)"
"tofranil"	"372718005"	"imipramine (substance)"
"tofranil-pm"	"372718005"	"imipramine (substance)"
"torecan"	"372719002"	"thiethylperazine (substance)"
"probanthine"	"372721007"	"propantheline (substance)"
"quelicin"	"372724004"	"succinylcholine (substance)"
"anectine"	"372724004"	"succinylcholine (substance)"
"truxcillin-vk"	"372725003"	"penicillin v (substance)"
"v-cil-k"	"372725003"	"penicillin v (substance)"
"pc pen vk"	"372725003"	"penicillin v (substance)"
"limbitrol"	"372726002"	"amitriptyline (substance)"
"elavil"	"372726002"	"amitriptyline (substance)"
"triavil"	"372726002"	"amitriptyline (substance)"
"etrafon"	"372726002"	"amitriptyline (substance)"
"endep"	"372726002"	"amitriptyline (substance)"
"vanatrip"	"372726002"	"amitriptyline (substance)"
"aramine"	"372728001"	"metaraminol (substance)"
"xerese"	"372729009"	"acyclovir (substance)"
"lidovir"	"372729009"	"acyclovir (substance)"
"sitavig"	"372729009"	"acyclovir (substance)"
"zovirax"	"372729009"	"acyclovir (substance)"
"permitil"	"372730004"	"fluphenazine (substance)"
"prolixin"	"372730004"	"fluphenazine (substance)"
"dicyclocot"	"372732007"	"dicyclomine (substance)"
"dibent"	"372732007"	"dicyclomine (substance)"
"bentyl"	"372732007"	"dicyclomine (substance)"
"vancocin"	"372735009"	"vancomycin (substance)"
"lyphocin"	"372735009"	"vancomycin (substance)"
"vancoled"	"372735009"	"vancomycin (substance)"
"priscoline hydrochloride"	"372736005"	"tolazoline (substance)"
"tolazine"	"372736005"	"tolazoline (substance)"
"seconal sodium"	"372737001"	"secobarbital (substance)"
"aloe vesta"	"372738006"	"miconazole (substance)"
"mitrazol"	"372738006"	"miconazole (substance)"
"inzo"	"372738006"	"miconazole (substance)"
"clearly confident"	"372738006"	"miconazole (substance)"
"vusion"	"372738006"	"miconazole (substance)"
"zeasorb"	"372738006"	"miconazole (substance)"
"surolan"	"372738006"	"miconazole (substance)"
"nuzole"	"372738006"	"miconazole (substance)"
"dermagran"	"372738006"	"miconazole (substance)"
"oravig"	"372738006"	"miconazole (substance)"
"triple paste af"	"372738006"	"miconazole (substance)"
"aloe vesta antifungal"	"372738006"	"miconazole (substance)"
"ting af"	"372738006"	"miconazole (substance)"
"monistat 7"	"372738006"	"miconazole (substance)"
"lotrimin af"	"372738006"	"miconazole (substance)"
"ony-clear"	"372738006"	"miconazole (substance)"
"trivase"	"372738006"	"miconazole (substance)"
"monistat"	"372738006"	"miconazole (substance)"
"vagistat"	"372738006"	"miconazole (substance)"
"macerrx"	"372738006"	"miconazole (substance)"
"micaved"	"372738006"	"miconazole (substance)"
"critic-aid clear"	"372738006"	"miconazole (substance)"
"yeast-x int"	"372738006"	"miconazole (substance)"
"cruex prescription strength"	"372738006"	"miconazole (substance)"
"zeasorb-af"	"372738006"	"miconazole (substance)"
"secura"	"372738006"	"miconazole (substance)"
"lagicam"	"372738006"	"miconazole (substance)"
"welmedix homecare pro 2-in-1"	"372738006"	"miconazole (substance)"
"rash relief antifungal"	"372738006"	"miconazole (substance)"
"micatin"	"372738006"	"miconazole (substance)"
"micro-guard"	"372738006"	"miconazole (substance)"
"micatin foot powder deodorant"	"372738006"	"miconazole (substance)"
"dermazole"	"372738006"	"miconazole (substance)"
"fungoid"	"372738006"	"miconazole (substance)"
"baza"	"372738006"	"miconazole (substance)"
"hongo killer ultra"	"372738006"	"miconazole (substance)"
"tetterine"	"372738006"	"miconazole (substance)"
"anti-fungal"	"372738006"	"miconazole (substance)"
"tineacide antifungal reformulated jun 2013"	"372738006"	"miconazole (substance)"
"remedy antifungal"	"372738006"	"miconazole (substance)"
"femmesil"	"372738006"	"miconazole (substance)"
"micon 7"	"372738006"	"miconazole (substance)"
"micaderm"	"372738006"	"miconazole (substance)"
"dermafungal"	"372738006"	"miconazole (substance)"
"desenex"	"372738006"	"miconazole (substance)"
"sparine"	"372741002"	"promazine (substance)"
"cefobid"	"372743004"	"cefoperazone (substance)"
"contac 12 hour allergy"	"372744005"	"clemastine (substance)"
"allerhist-d"	"372744005"	"clemastine (substance)"
"tavist-d"	"372744005"	"clemastine (substance)"
"dayhist-d"	"372744005"	"clemastine (substance)"
"anti-hist 1"	"372744005"	"clemastine (substance)"
"wal-hist 12 hr relief"	"372744005"	"clemastine (substance)"
"daily hist"	"372744005"	"clemastine (substance)"
"allerhist-1"	"372744005"	"clemastine (substance)"
"tavist"	"372744005"	"clemastine (substance)"
"dayhist-1"	"372744005"	"clemastine (substance)"
"brethine"	"372745006"	"terbutaline (substance)"
"brethaire"	"372745006"	"terbutaline (substance)"
"bricanyl"	"372745006"	"terbutaline (substance)"
"tolectin"	"372748008"	"tolmetin (substance)"
"tolectin 600"	"372748008"	"tolmetin (substance)"
"tolectin ds"	"372748008"	"tolmetin (substance)"
"trandate"	"372750000"	"labetalol (substance)"
"normodyne"	"372750000"	"labetalol (substance)"
"tambocor"	"372751001"	"flecainide (substance)"
"isoptin"	"372754009"	"verapamil (substance)"
"verelan"	"372754009"	"verapamil (substance)"
"covera"	"372754009"	"verapamil (substance)"
"tarka"	"372754009"	"verapamil (substance)"
"calan"	"372754009"	"verapamil (substance)"
"deprizine"	"372755005"	"ranitidine (substance)"
"taladine"	"372755005"	"ranitidine (substance)"
"tritec"	"372755005"	"ranitidine (substance)"
"rx-act heartburn relief"	"372755005"	"ranitidine (substance)"
"zantac"	"372755005"	"ranitidine (substance)"
"wal-zan"	"372755005"	"ranitidine (substance)"
"jantoven"	"372756006"	"warfarin (substance)"
"coumadin"	"372756006"	"warfarin (substance)"
"spasdel"	"372757002"	"hyoscyamine (substance)"
"levsin"	"372757002"	"hyoscyamine (substance)"
"symax"	"372757002"	"hyoscyamine (substance)"
"ib-stat"	"372757002"	"hyoscyamine (substance)"
"hyospaz"	"372757002"	"hyoscyamine (substance)"
"hyoscyamine tr"	"372757002"	"hyoscyamine (substance)"
"hss"	"372757002"	"hyoscyamine (substance)"
"ed spaz"	"372757002"	"hyoscyamine (substance)"
"liqui-sooth"	"372757002"	"hyoscyamine (substance)"
"oscimin"	"372757002"	"hyoscyamine (substance)"
"spacol"	"372757002"	"hyoscyamine (substance)"
"cystospaz-m"	"372757002"	"hyoscyamine (substance)"
"medispaz"	"372757002"	"hyoscyamine (substance)"
"hyomax"	"372757002"	"hyoscyamine (substance)"
"colidrops pediatric"	"372757002"	"hyoscyamine (substance)"
"levbid"	"372757002"	"hyoscyamine (substance)"
"donnamar"	"372757002"	"hyoscyamine (substance)"
"anaspaz"	"372757002"	"hyoscyamine (substance)"
"nulev"	"372757002"	"hyoscyamine (substance)"
"hyosol"	"372757002"	"hyoscyamine (substance)"
"cystospaz"	"372757002"	"hyoscyamine (substance)"
"neosol"	"372757002"	"hyoscyamine (substance)"
"vivactil"	"372760009"	"protriptyline (substance)"
"symadine"	"372763006"	"amantadine (substance)"
"symmetrel"	"372763006"	"amantadine (substance)"
"rapiflux"	"372767007"	"fluoxetine (substance)"
"reconcile"	"372767007"	"fluoxetine (substance)"
"symbyax"	"372767007"	"fluoxetine (substance)"
"sarafem"	"372767007"	"fluoxetine (substance)"
"selfemra"	"372767007"	"fluoxetine (substance)"
"prozac"	"372767007"	"fluoxetine (substance)"
"urispas"	"372768002"	"flavoxate (substance)"
"vasoxyl"	"372769005"	"methoxamine (substance)"
"cefizox"	"372770006"	"ceftizoxime (substance)"
"viravan-s"	"372771005"	"phenylephrine (substance)"
"ala-hist pe"	"372771005"	"phenylephrine (substance)"
"norel la"	"372771005"	"phenylephrine (substance)"
"r-tannic-s a/d"	"372771005"	"phenylephrine (substance)"
"hemorid"	"372771005"	"phenylephrine (substance)"
"zincfrin"	"372771005"	"phenylephrine (substance)"
"ryna-12"	"372771005"	"phenylephrine (substance)"
"sudogest pe"	"372771005"	"phenylephrine (substance)"
"congestaid ii"	"372771005"	"phenylephrine (substance)"
"sudafed pe"	"372771005"	"phenylephrine (substance)"
"levall-12"	"372771005"	"phenylephrine (substance)"
"little noses decongestant"	"372771005"	"phenylephrine (substance)"
"prep-hem"	"372771005"	"phenylephrine (substance)"
"formulation r"	"372771005"	"phenylephrine (substance)"
"preparation h suppositories reformulated oct 2013"	"372771005"	"phenylephrine (substance)"
"lusonal"	"372771005"	"phenylephrine (substance)"
"preparation h suppositories"	"372771005"	"phenylephrine (substance)"
"wal-four"	"372771005"	"phenylephrine (substance)"
"nikzon"	"372771005"	"phenylephrine (substance)"
"omidria"	"372771005"	"phenylephrine (substance)"
"aridex-d"	"372771005"	"phenylephrine (substance)"
"wal-phed pe"	"372771005"	"phenylephrine (substance)"
"rhinall"	"372771005"	"phenylephrine (substance)"
"ry-t-12"	"372771005"	"phenylephrine (substance)"
"poly hist forte reformulated oct 2010"	"372771005"	"phenylephrine (substance)"
"preparation h cooling gel"	"372771005"	"phenylephrine (substance)"
"prefrin"	"372771005"	"phenylephrine (substance)"
"re all 12"	"372771005"	"phenylephrine (substance)"
"ah-chew d"	"372771005"	"phenylephrine (substance)"
"prohist cd"	"372771005"	"phenylephrine (substance)"
"vazotab reformulated dec 2013"	"372771005"	"phenylephrine (substance)"
"sudo-tab"	"372771005"	"phenylephrine (substance)"
"nasop"	"372771005"	"phenylephrine (substance)"
"vasosulf"	"372771005"	"phenylephrine (substance)"
"pyril tann-12"	"372771005"	"phenylephrine (substance)"
"l-all 12 nf"	"372771005"	"phenylephrine (substance)"
"pyrlex pd"	"372771005"	"phenylephrine (substance)"
"neo-synephrine"	"372771005"	"phenylephrine (substance)"
"myci spray"	"372771005"	"phenylephrine (substance)"
"tannihist-12d"	"372771005"	"phenylephrine (substance)"
"dallergy reformulated mar 2014"	"372771005"	"phenylephrine (substance)"
"xirahist"	"372771005"	"phenylephrine (substance)"
"refresh redness relief"	"372771005"	"phenylephrine (substance)"
"sudafed pe children's nasal decongestant"	"372771005"	"phenylephrine (substance)"
"tannate 12d s"	"372771005"	"phenylephrine (substance)"
"tussi-12d"	"372771005"	"phenylephrine (substance)"
"aldex d"	"372771005"	"phenylephrine (substance)"
"rhinahist"	"372771005"	"phenylephrine (substance)"
"nasopen pe"	"372771005"	"phenylephrine (substance)"
"phenyl-t"	"372771005"	"phenylephrine (substance)"
"vazculep"	"372771005"	"phenylephrine (substance)"
"prohist lq"	"372771005"	"phenylephrine (substance)"
"carbatuss-cl"	"372771005"	"phenylephrine (substance)"
"poly hist dhc"	"372771005"	"phenylephrine (substance)"
"c-tanna 12d"	"372771005"	"phenylephrine (substance)"
"extendryl pem"	"372771005"	"phenylephrine (substance)"
"ru hist d"	"372771005"	"phenylephrine (substance)"
"medicone hemorrhoidal"	"372771005"	"phenylephrine (substance)"
"rymed-d"	"372771005"	"phenylephrine (substance)"
"dimetapp cold drops"	"372771005"	"phenylephrine (substance)"
"ak-nefrin"	"372771005"	"phenylephrine (substance)"
"deconsal ct"	"372771005"	"phenylephrine (substance)"
"histamaxd"	"372771005"	"phenylephrine (substance)"
"x-hist"	"372771005"	"phenylephrine (substance)"
"k-tan"	"372771005"	"phenylephrine (substance)"
"viravan-t"	"372771005"	"phenylephrine (substance)"
"ak-dilate"	"372771005"	"phenylephrine (substance)"
"hemorrodil"	"372771005"	"phenylephrine (substance)"
"l-all 12"	"372771005"	"phenylephrine (substance)"
"despec-sf"	"372771005"	"phenylephrine (substance)"
"tussi-12d s"	"372771005"	"phenylephrine (substance)"
"vanacof ape"	"372771005"	"phenylephrine (substance)"
"sinex"	"372771005"	"phenylephrine (substance)"
"4-way"	"372771005"	"phenylephrine (substance)"
"carbetaplex ts"	"372771005"	"phenylephrine (substance)"
"murocoll 2"	"372771005"	"phenylephrine (substance)"
"afrin nasal"	"372771005"	"phenylephrine (substance)"
"mydfrin"	"372771005"	"phenylephrine (substance)"
"histex pe"	"372771005"	"phenylephrine (substance)"
"hemorid ointment"	"372771005"	"phenylephrine (substance)"
"rescon jr reformulated feb 2010"	"372771005"	"phenylephrine (substance)"
"phenergan vc"	"372771005"	"phenylephrine (substance)"
"isopto frin"	"372771005"	"phenylephrine (substance)"
"rescon-mx reformulated jan 2010"	"372771005"	"phenylephrine (substance)"
"uni all 12"	"372771005"	"phenylephrine (substance)"
"pyril d"	"372771005"	"phenylephrine (substance)"
"triaminic thin strips cold"	"372771005"	"phenylephrine (substance)"
"rx-act nasal decongestant pe"	"372771005"	"phenylephrine (substance)"
"pediacare decongestant"	"372771005"	"phenylephrine (substance)"
"hemorid cream"	"372771005"	"phenylephrine (substance)"
"inderal"	"372772003"	"propranolol (substance)"
"innopran"	"372772003"	"propranolol (substance)"
"hemangeol"	"372772003"	"propranolol (substance)"
"urimax"	"372773008"	"methenamine (substance)"
"msp-blu"	"372773008"	"methenamine (substance)"
"darcalma"	"372773008"	"methenamine (substance)"
"uta capsule"	"372773008"	"methenamine (substance)"
"urin d/s"	"372773008"	"methenamine (substance)"
"urelle"	"372773008"	"methenamine (substance)"
"ustell"	"372773008"	"methenamine (substance)"
"mandelamine"	"372773008"	"methenamine (substance)"
"hiprex"	"372773008"	"methenamine (substance)"
"cystex"	"372773008"	"methenamine (substance)"
"hyophen"	"372773008"	"methenamine (substance)"
"urimar reformulated oct 2013"	"372773008"	"methenamine (substance)"
"uro-phosphate"	"372773008"	"methenamine (substance)"
"uramit"	"372773008"	"methenamine (substance)"
"utac"	"372773008"	"methenamine (substance)"
"utrona-c"	"372773008"	"methenamine (substance)"
"uticap"	"372773008"	"methenamine (substance)"
"uribel"	"372773008"	"methenamine (substance)"
"phosphasal"	"372773008"	"methenamine (substance)"
"urisedamine"	"372773008"	"methenamine (substance)"
"hyolev"	"372773008"	"methenamine (substance)"
"prosed/ds"	"372773008"	"methenamine (substance)"
"uro-blue"	"372773008"	"methenamine (substance)"
"uralgic"	"372773008"	"methenamine (substance)"
